PC1,PC2,PC3
1.744919,0.146249,-0.290324
-0.327598,0.141823,-1.377531
0.114635,0.430560,-0.901450
1.625858,-0.020337,-0.957703
1.436988,1.148857,-0.560261
0.421443,0.733570,-0.489884
-0.446122,0.180254,-1.388578
-1.008086,0.937590,0.493624
-1.039506,0.889457,0.451702
1.981650,-0.238751,-0.262495
0.317546,0.756338,-0.540657
0.196893,0.785726,-0.562813
-1.148095,0.911595,0.345754
-1.392686,1.104576,0.084008
-1.399234,1.121926,0.039498
-1.458665,1.097706,0.009005
-1.518711,1.099136,-0.051980
-1.564922,1.089282,-0.091283
-1.583815,1.089845,-0.126131
-1.631495,1.083545,-0.167023
-1.686019,1.071067,-0.222678
-1.719848,1.007074,-0.256535
-1.759042,0.957258,-0.296128
-1.791927,0.891716,-0.329234
-1.828012,0.840444,-0.373096
-0.107450,0.660720,-0.955948
2.662543,-1.320403,-0.087136
0.401353,1.277814,-0.229898
-0.606439,0.630711,-1.173590
0.239452,0.978178,-0.410729
0.702983,2.072836,-0.293399
-0.657232,-1.384213,-0.760407
1.758006,-0.682737,-1.205026
2.187775,-0.592522,-0.212611
0.841545,2.030544,-0.342382
0.204039,-0.216745,-1.029823
1.067143,1.845569,-0.423144
-0.604406,-0.221279,-1.436275
0.557502,0.137541,-0.495960
-1.944765,-0.074950,-0.463268
-1.959330,-0.116171,-0.491655
-2.003073,-0.137643,-0.541456
-2.039672,-0.141602,-0.550142
-2.059267,-0.162746,-0.593518
1.390022,1.553551,-0.359191
1.063516,1.454671,-0.696086
-1.153000,0.046516,-1.341096
-0.853423,-0.008867,-1.441025
-0.893266,-0.895284,-1.146540
0.407654,0.414429,-0.580426
0.093094,0.795412,-0.594852
0.727027,0.598842,-0.460028
-0.385725,0.167980,-1.387981
-0.411847,0.231914,-1.378596
1.206506,1.492702,-0.614651
1.156285,1.168279,-0.763668
1.700054,0.579931,-0.340853
1.619509,0.765239,-0.422593
-0.740335,1.074426,0.700867
-0.791175,1.099927,0.648839
-0.816618,1.108901,0.610612
-0.861417,1.104545,0.571495
-0.906800,1.068376,0.525764
-0.942873,1.010309,0.489220
-0.972966,0.937858,0.458794
-1.000238,0.874611,0.426448
1.568768,0.336662,-0.481333
1.509105,0.588264,0.493532
1.349378,1.197016,-0.623421
-1.113515,0.900701,0.309704
-1.196197,0.978963,0.230238
-1.243726,1.033252,0.170184
-1.290443,1.051904,0.157188
-1.324249,1.093322,0.097413
0.688806,2.054943,-0.215961
0.655771,2.052307,-0.269593
0.268398,1.023387,-0.356879
1.615846,-0.196863,-1.136892
0.738736,2.075287,-0.255777
1.653298,-0.184921,-1.077947
1.864870,-0.275002,-0.203625
1.629005,-1.244040,-1.264457
-0.676600,-1.540006,-0.584678
-1.026397,-0.826481,-1.134130
-0.660661,-1.025847,-1.110718
0.937925,0.930446,0.811147
-0.563984,0.674379,-1.142105
-2.077931,-0.189694,-0.631746
-0.742549,0.384257,-1.315557
-0.510685,-0.192300,-1.426616
1.043979,0.719276,0.809301
2.127557,-0.003094,-0.177446
0.446238,-0.097826,-0.668730
1.076597,1.654265,-0.600461
1.302785,1.166957,-0.666978
1.239682,1.360231,-0.653469
0.095777,0.223978,-1.055468
1.514526,0.577346,-0.522030
1.117611,1.431949,-0.696517
1.764679,0.542406,-0.264218
0.417787,-0.131273,-0.722400
1.151086,1.047722,-0.775190
0.581853,-0.211889,-0.459756
-1.044424,0.846991,0.377241
0.129639,0.267642,-0.994454
0.415498,0.285910,-0.597378
1.609651,1.040808,-0.396857
2.676994,-0.761970,0.065196
1.090117,0.042298,0.920170
0.423627,-0.263895,-0.734689
0.241516,-0.307359,-0.992822
0.160234,-0.247382,-1.081738
-0.077524,-0.306514,-1.262569
-1.359827,1.149881,-0.016342
